market_id,market_subtype,trade_count,volume_usdc,first_trade_time,last_trade_time,yes_outcome_won,event_id,stage,market_role,median_baseline_price,mean_baseline_price,sample_minutes,sample_gross_volume_usdc,median_minutes_to_kickoff,expanding_included,rolling7_included
2707623,Match winner,34808,7895474.91121944,2026-06-27 10:09:13.000 UTC,2026-06-29 23:41:44.000 UTC,0.0,75,Round of 32,home_win,0.725,0.7265578424414478,2818,4023249.0440978827,1469.5,1,1
2707625,Match draw,9551,4051643.356523215,2026-06-27 10:25:17.000 UTC,2026-06-29 23:47:20.000 UTC,1.0,75,Round of 32,draw,0.185,0.18410354745925217,1043,154445.91408277693,911.0,0,0
2707627,Match winner,10826,1794822.3492189597,2026-06-27 11:16:19.000 UTC,2026-06-29 23:39:55.000 UTC,0.0,75,Round of 32,away_win,0.095,0.08996124031007753,1290,680657.4064166485,948.5,0,0
2707636,Match winner,10050,1513394.662086971,2026-06-27 10:20:13.000 UTC,2026-06-30 19:12:13.000 UTC,0.0,77,Round of 32,home_win,0.265,0.26045541401273886,1570,569359.6732240986,886.0,0,0
2707637,Match draw,10450,2220993.21821103,2026-06-27 11:17:55.000 UTC,2026-06-30 19:10:46.000 UTC,0.0,77,Round of 32,draw,0.285,0.2784597523219814,1292,1118890.1600460531,737.5,0,0
2707639,Match winner,37447,9198014.14691348,2026-06-27 10:11:35.000 UTC,2026-06-30 19:17:35.000 UTC,1.0,77,Round of 32,away_win,0.465,0.4652948219096079,3341,4002918.79429359,1837.0,1,1
2707644,Match winner,27457,13916166.43177354,2026-06-27 10:07:19.000 UTC,2026-06-30 23:11:04.000 UTC,1.0,78,Round of 32,home_win,0.765,0.768574847115129,3761,5945999.973942207,2052.0,1,1
2707646,Match draw,4967,714471.6439779955,2026-06-27 11:37:43.000 UTC,2026-06-30 23:06:37.000 UTC,0.0,78,Round of 32,draw,0.155,0.1550658436213992,1215,181554.47259859915,805.0,0,0
2707648,Match winner,6340,1787910.3004819816,2026-06-27 11:17:04.000 UTC,2026-06-30 23:03:53.000 UTC,0.0,78,Round of 32,away_win,0.075,0.07614445910290238,1516,839098.1731912695,976.5,0,0
2707653,Match winner,13001,1746794.9369199718,2026-06-27 10:28:35.000 UTC,2026-07-03 21:13:49.000 UTC,0.0,86,Round of 32,home_win,0.285,0.27677364037236646,2041,624275.1200534708,1437.0,1,1
2707655,Match draw,9928,2254421.7524070297,2026-06-27 10:14:01.000 UTC,2026-07-03 21:18:02.000 UTC,1.0,86,Round of 32,draw,0.335,0.33475349969567864,1643,332403.26944969414,999.0,0,0
2707656,Match winner,22151,4740534.083179283,2026-06-27 10:21:02.000 UTC,2026-07-03 21:04:10.000 UTC,0.0,86,Round of 32,away_win,0.385,0.3902525609325327,2831,2568236.733185017,2021.0,1,1
2707658,Match winner,39572,11681772.088896347,2026-06-27 10:21:55.000 UTC,2026-07-04 00:59:46.000 UTC,0.0,87,Round of 32,home_win,0.855,0.8510734958779163,5701,5095456.366426253,3396.0,1,1
2707659,Match draw,16743,2467069.6275651637,2026-06-27 10:33:14.000 UTC,2026-07-04 01:04:01.000 UTC,1.0,87,Round of 32,draw,0.105,0.10994603647190175,2687,189187.17508697358,2142.0,1,1
2707660,Match winner,20135,3033487.445459293,2026-06-27 10:33:14.000 UTC,2026-07-04 00:51:53.000 UTC,0.0,87,Round of 32,away_win,0.0425,0.04132836755132699,3994,1368765.4540530925,2903.5,1,1
2718892,Match winner,29175,7323825.683649975,2026-06-28 10:08:49.000 UTC,2026-07-01 08:00:35.000 UTC,1.0,79,Round of 32,home_win,0.435,0.43513675533907825,2669,3636548.934877141,1411.0,1,1
2718893,Match draw,8442,3217254.6220521177,2026-06-28 10:08:17.000 UTC,2026-07-01 04:08:17.000 UTC,0.0,79,Round of 32,draw,0.335,0.3345432525951557,1445,2255806.548084739,855.0,1,1
2718894,Match winner,8667,2651750.295713075,2026-06-28 10:11:56.000 UTC,2026-07-01 04:07:10.000 UTC,0.0,79,Round of 32,away_win,0.235,0.23578658536585365,1640,1396084.0768867144,990.5,1,1
2718900,Match winner,37347,8189042.057671105,2026-06-28 10:11:38.000 UTC,2026-07-01 18:26:22.000 UTC,1.0,80,Round of 32,home_win,0.765,0.7663107170393215,2594,1887212.2955356715,1495.5,1,1
2718902,Match draw,14607,1944956.328328963,2026-06-28 10:19:23.000 UTC,2026-07-01 18:15:04.000 UTC,0.0,80,Round of 32,draw,0.175,0.17899390243902438,1312,382656.91465355334,868.5,0,0
2718903,Match winner,16251,2406826.251192129,2026-06-28 10:13:16.000 UTC,2026-07-01 18:14:56.000 UTC,0.0,80,Round of 32,away_win,0.055,0.059888463989802423,1569,656311.3260497431,1023.0,1,1
2718907,Match winner,23223,14632302.808401909,2026-06-28 10:18:56.000 UTC,2026-07-01 23:08:02.000 UTC,0.0,81,Round of 32,home_win,0.455,0.44963116542994325,2291,10311727.435363026,1261.0,1,1
2718908,Match draw,12350,2141440.44229899,2026-06-28 10:35:29.000 UTC,2026-07-01 23:19:46.000 UTC,1.0,81,Round of 32,draw,0.295,0.29533288043478256,1472,533608.0852095912,804.5,0,0
2718910,Match winner,21345,5998333.323246956,2026-06-28 10:18:26.000 UTC,2026-07-01 23:06:49.000 UTC,0.0,81,Round of 32,away_win,0.255,0.2573172043010753,1860,2100442.1154230363,1090.5,1,1
2718913,Match winner,24753,6862879.471443719,2026-06-28 10:21:14.000 UTC,2026-07-02 21:31:26.000 UTC,1.0,83,Round of 32,home_win,0.745,0.7452457627118645,3245,2979356.02311349,1739.0,1,1
2718914,Match draw,5381,1010566.1040449868,2026-06-28 10:35:40.000 UTC,2026-07-02 21:22:56.000 UTC,0.0,83,Round of 32,draw,0.175,0.17484690201729106,1388,359205.2897693792,891.5,0,0
2718915,Match winner,6699,1270815.7831929852,2026-06-28 10:34:16.000 UTC,2026-07-02 21:22:58.000 UTC,0.0,83,Round of 32,away_win,0.07875,0.07876485442661914,1683,620833.2829456362,1041.0,0,0
2718919,Match winner,36277,8672036.762542788,2026-06-28 10:14:58.000 UTC,2026-07-03 01:26:16.000 UTC,1.0,84,Round of 32,home_win,0.545,0.5530073441247002,3336,2725146.5315280673,1887.0,1,1
2718920,Match draw,17323,2431509.0221590814,2026-06-28 10:17:35.000 UTC,2026-07-03 01:19:43.000 UTC,0.0,84,Round of 32,draw,0.26625,0.2668330432620587,2011,829976.0650082757,1121.0,1,1
2718922,Match winner,17465,3328397.188860357,2026-06-28 10:14:52.000 UTC,2026-07-03 01:22:22.000 UTC,0.0,84,Round of 32,away_win,0.185,0.18347407698350354,2546,673370.1415132371,1549.0,1,1
2718925,Match winner,19983,5863781.089142019,2026-06-28 10:09:32.000 UTC,2026-07-03 05:20:32.000 UTC,1.0,85,Round of 32,home_win,0.475,0.47999328182734297,2977,2882296.7086754795,1657.0,1,1
2718926,Match draw,5520,875959.8858999897,2026-06-28 10:35:47.000 UTC,2026-07-03 05:08:38.000 UTC,0.0,85,Round of 32,draw,0.29625,0.2950874125874126,1430,375344.33357492083,1022.5,1,1
2718928,Match winner,6168,1624377.4719839783,2026-06-28 10:07:23.000 UTC,2026-07-03 05:08:56.000 UTC,0.0,85,Round of 32,away_win,0.22375,0.22201593959731541,1490,589054.2078724836,1083.5,1,1
2718931,Match winner,17393,3466494.9914111868,2026-06-28 10:09:43.000 UTC,2026-07-04 03:50:29.000 UTC,1.0,88,Round of 32,home_win,0.645,0.6602484375000001,3200,1649107.9099102616,1975.0,1,1
2718932,Match draw,6170,887337.1570779895,2026-06-28 10:36:08.000 UTC,2026-07-04 03:46:29.000 UTC,0.0,88,Round of 32,draw,0.215,0.22721660649819495,1385,367643.43658151035,1069.0,1,1
2718933,Match winner,7162,1709364.8683559834,2026-06-28 10:15:17.000 UTC,2026-07-04 03:43:04.000 UTC,0.0,88,Round of 32,away_win,0.105,0.10895229982964226,1761,893239.855381315,1182.0,1,1
2740917,Match winner,11126,5526362.889278147,2026-06-30 10:44:49.000 UTC,2026-07-04 19:17:56.000 UTC,0.0,89,Round of 16,home_win,0.175,0.18133952254641908,1885,4468971.634821345,1209.0,1,1
2740919,Match draw,7965,1659091.9870169829,2026-06-30 11:01:41.000 UTC,2026-07-04 19:17:44.000 UTC,0.0,89,Round of 16,draw,0.285,0.2813486100676183,1331,1027781.2072384115,746.0,0,0
2740921,Match winner,36256,17994187.810022295,2026-06-30 10:11:37.000 UTC,2026-07-04 19:20:35.000 UTC,1.0,89,Round of 16,away_win,0.545,0.53928515625,3840,8532725.574773064,2175.5,1,1
2754625,Match winner,9997,2337720.594926042,2026-07-01 10:18:25.000 UTC,2026-07-04 23:15:59.000 UTC,0.0,90,Round of 16,home_win,0.045,0.045,1692,728521.3338899735,1076.5,0,0
2754627,Match draw,9373,1252268.840637979,2026-07-01 10:18:43.000 UTC,2026-07-04 23:17:10.000 UTC,0.0,90,Round of 16,draw,0.125,0.12594834232845026,1297,127757.69640164835,767.0,0,0
2754628,Match winner,27618,8593860.893858355,2026-07-01 10:06:49.000 UTC,2026-07-04 23:20:13.000 UTC,1.0,90,Round of 16,away_win,0.835,0.8324890609222484,2971,3402862.1859899536,1714.0,1,1
2754647,Match winner,33947,6659818.104710932,2026-07-01 10:10:53.000 UTC,2026-07-05 22:16:46.000 UTC,0.0,91,Round of 16,home_win,0.535,0.5310432538707299,4069,3393867.124546603,2218.0,1,1
2754649,Match draw,11987,2473819.355436137,2026-07-01 10:19:25.000 UTC,2026-07-05 22:20:07.000 UTC,0.0,91,Round of 16,draw,0.265,0.2650527638190955,1990,703365.3571133228,1222.5,1,1
2754651,Match winner,27131,5362033.988297189,2026-07-01 10:10:38.000 UTC,2026-07-05 22:23:31.000 UTC,1.0,91,Round of 16,away_win,0.205,0.20721337579617832,3140,1269459.6590252183,1867.5,1,1
2766759,Match winner,32455,5401864.918499197,2026-07-02 10:12:05.000 UTC,2026-07-06 03:18:59.000 UTC,0.0,92,Round of 16,home_win,0.305,0.30538720086044635,3719,3001894.7066390226,2099.0,1,1
2766760,Match draw,15666,2572457.631850158,2026-07-02 10:29:26.000 UTC,2026-07-06 03:18:34.000 UTC,0.0,92,Round of 16,draw,0.305,0.30592673459485686,2061,660147.0257577428,1199.0,1,1
2766762,Match winner,30295,9037861.316877702,2026-07-02 10:13:56.000 UTC,2026-07-06 03:22:38.000 UTC,1.0,92,Round of 16,away_win,0.395,0.391653290529695,3115,3229646.747546078,1706.0,1,1
2766773,Match winner,25737,7991055.4745986285,2026-07-02 10:19:13.000 UTC,2026-07-07 02:10:53.000 UTC,0.0,94,Round of 16,home_win,0.355,0.3615095729013255,3395,6617673.394865066,1987.0,1,1
2766774,Match draw,9048,1329440.15002298,2026-07-02 10:18:37.000 UTC,2026-07-07 02:10:58.000 UTC,0.0,94,Round of 16,draw,0.285,0.28634134134134137,1998,765723.729356196,1285.0,1,1
2766776,Match winner,18695,5149222.546240334,2026-07-02 10:21:28.000 UTC,2026-07-07 02:13:46.000 UTC,1.0,94,Round of 16,away_win,0.345,0.35457657657657654,2775,2015241.774957877,1668.0,1,1
2781973,Match winner,24921,6709394.514187256,2026-07-03 10:12:17.000 UTC,2026-07-06 21:13:59.000 UTC,0.0,93,Round of 16,home_win,0.235,0.23132337054375224,2777,978402.2149367712,1643.0,1,1
2781975,Match draw,12710,1583259.9998499623,2026-07-03 10:19:53.000 UTC,2026-07-06 21:12:49.000 UTC,0.0,93,Round of 16,draw,0.265,0.26584900284900287,1755,522722.9753792278,932.0,0,0
2781976,Match winner,29546,7160730.5325267725,2026-07-03 10:09:17.000 UTC,2026-07-06 21:19:53.000 UTC,1.0,93,Round of 16,away_win,0.515,0.5121850856567014,2977,3042654.190156152,1786.0,1,1
2793738,Match winner,55762,10497558.0042383,2026-07-04 10:11:41.000 UTC,2026-07-07 18:30:05.000 UTC,1.0,95,Round of 16,home_win,0.715,0.7178375252963284,3459,2922324.3887077374,1895.0,1,1
